review_body,stars,labels
"ร้านตั้งอยู่โซนตึกใหม่ ชั้น2 อยู่หัวมุม หาไม่ยาก
มีทั้งหมด 3 ราคาเลย ให้เวลา 1 ชม 30 นาที
วันนี้มาลองตัวถูกสุดที่ 499++ (premium buffet)
คุณภาพของวัตถุดิบปิ้งย่าง กลางๆตามสไตล์บุฟเฟต์ปิ้งย่างทั่วไป ปลาดิบหั่นมาชิ้นใหญ่ เมนูอาหารในราคานี้ก็ถือว่ามีเยอะมาก สามารถกดดูในเพจของร้านได้เลย
ช่วงนี่มีโปร KTC ใช้ point เท่ากับยอดจ่าย ลดราคาเลย 25% เหลือคนละไม่ถึง 500 บาท ถือว่าคุ้มค่ามากในราคานี่ แนะนำเล...",4,positive
มาเป็นรอบที่ 2 แล้วครับ อาหารอร่อย พนักงานบริการดีมากที่สุด ของหวานที่นี่คืออร่อยที่สุดครับ,5,positive
"ร้านที่เห็นคนแน่นร้านเกือบจะตลอดเวลา และก็เป็นอีกร้านที่จะแนะนำให้กดจองคิวทาง QueQ ก่อนไปนะ😆

"" แกงคั่วเห็ดถอบ "" - Stir-fried Puff Ball Mushroom with Chili Paste🍄🌶️
💰 : 113THB
เห็ดถอบหรือที่รู้จักกันในชื่อเห็ดเผาะ เป็นเห็ดที่มีขึ้นตามธรรมชาติในพื้นที่ภาคเหนือและภาคอีสาน เนื้อสัมผัสด้านในคือคล้ายเห็ดฟางเลย ที่แตกต่างคือชั้นด้านนอกที่จะมีความกรอบแบบกรึบๆเวลาเคี้ยวและขนาดที่เล็กกว่า คั่วมา...",5,positive
สาสกหอยแครงจ้าาา ชอบหอยแครงมาก มาลอง อร่อย สด ต้องมาอีกค่ะ อร่อยๆๆ,5,positive
"เป็นร้านที่ออกมาทานวันจะขึ้นเครื่องกลับสองรอบติดแล้วครับ เพราะอยู่ใกล้ที่พัก ร้านนี้เน้นบรรยากาศต้นไม้สวยๆ ร่มรื่น  ถ้ามีเวลามากกว่านี้ แล้วเอาหนังสือมาอ่านเล่น คงจะชิลไม่น้อย รอบนี้ไม่ได้ลองเมนูเค้กใหม่ๆ (แต่เช้าเลยคงไม่ดีมั้ง) แต่ไม่พลาดที่จะลองเมนูกาแฟเพิ่มเติม เพราะ ไฟลท์ก่อนเที่ยง ทำเอาตื่นเช้า ง่วงครับบบ เฉพาะส่วนของตัวเอง 150.- ครับ ถือว่าถูกนะ ได้ทั้งอาหารและกาแฟ  

[ที่ตั้งร้าน]
ถ้า...",4,positive
"มาลองทานอาหารจีน ร้านนี้อยู่ชั้น7โซนอาหาร ดูแล้วร้านสะอาดดูน่าทาน แต่ตอนจองโต๊ะพนักงานดูงงๆในการจัดลูกค้าลงโต๊ะ แต่รอไม่นาน วันนี้สั่งซาลาเปาคัสตาร์ดไข่เค็ม (มีจำกัด)อร่อยแต่ติดหวานไปนิด ราคา45/ลูก ,ไก่แช่เหล้า 185฿ ตกใจมาจานเล็กมากแต่อร่อยดี สรุปอาหารอร่อยแต่บางจานให้น้อย ราคาค่อนข้างสูง",4,positive
"@สั่งเดลิเวอร์รี่มา

ที่ออฟฟิศสั่งขาหมูเจ้านี้มาเลี้ยงเป็นอาหารกลางวัน พนักงานดีเด่นอย่าง
เราก็แฮปปี้ เพราะว่าได้กินฟรีแล้วก็ยังเอามารีวิวต่อได้อีก อิอิ 

น้องเป็นคนโทรไปสั่งบอกเลยว่าร้านโทรติดยากมากๆ แต่ก็ดีที่โทรมาสั่งได้จนสำเส็จ

ข้าวขาหมูจัดใส่มาในกล่องพลาสติค แยกขาหมูไว้ในถุงต่างหาก เสิร์ฟมาพร้อมกับผักดองและน้ำส้ม

ตัวขาหมูรสชาติดีเลย สั่งแบบเนื้อล้วน หมูตุ๋นเปื่ิอยนุ่มดี รสจะออกหวานนำเค็ม...",4,positive
สวนสวยดี เข้าใจว่าอาาหารคงรวมค่าจัดสวน ชมสวนไปด้วย เพราะอาหารแพงมาก ปลากระพงทอดน้ำปลาไม่ค่อยกรอบ 450 บาท หวานนำเกินไป ทะเลโป๊ะแตกแบบหม้อไฟ ราคา 320 บาท มีกุ้ง 3ตัว ปลาหมึกชิ้นเล็กๆ 5 ชิ้น หอยแมลงภู่ 2 ตัว และเนื้อปลา 3 ชิ้น.......ผิดหวังค่ะ ถามว่าจะไปอีกมั้ย..ไม่ค่ะ,2,negative
เฮ้งซุนเส็ง เป็นร้านเนื้อหม้อไฟร้านดังเจ้าเก่าแก่ในย่านคลองเตย สำหรับสาวกคนรักเนื้อผ่านไปผ่านมาแถวนี้สมควรแวะมาชิม ไม่งั้นเรียกว่ามาไม่ถึงถิ่น น่าเสียดายที่ไม่ได้ไปนั่งทานที่ร้านไม่อย่างนั้นคงได้สั่งหม้อไฟซึ่งสามารถเลือกเนื้อสดเครื่องในมาเพิ่มได้ตามใจชอบ วันนี้มารับอาหารกลับไปทานที่บ้านได้ เกาเหลาเนื้อทุกอย่าง ลูกชิ้นแป้งน้อยเนื้อเด้งมาทั้งแบบธรรมดาและลูกชิ้นเอ็น เนื้อน่องลายรสเนื้อปนเอ็นนุ่มถึ...,5,positive
"ร้านฮิปฮิปมีเมนูให้เลือกไม่กี่อย่าง สั่งมาคนละ 1 ชุดคือหอยแครงลวก หอยแมลงภู่ลวก กุ้งอบวุ้นเส้น และปูอบวุ้นเส้น เพราะอาหารมาปุ๊บก็เอามือจกเลอะเทอะไปหมดไม่ได้ถ่ายรูปเลย

วุ้นเส้นอบอร่อยมาก หอยแครงอยากให้เขามีวุ้นเส้นเปล่าๆขายจัง",5,positive
กินตั้งแต่...สมัยอยู่ ม.บูรพา คุณภาพและความอร่อยยังเหมือนเดิมมิเปรียบ ปลาสำลีทอดน้ำปลา ปลาทูต้มน้ำมะนาว ขนาดมาทำงาน กทม ยังต้องหาว่างพาเพื่อนไปชิม,5,positive
"Omu
เป็นร้านอาหารสไตล์คาเฟ่ ที่นำเสนอข้าวห่อไข่สไตล์ญี่ปุ่น ซึ่งข้าวห่อไข่นั้นถือว่าเป็นหนึ่งในอาหารที่ได้รับความนิยมเป็นอย่างมากในประเทศญี่ปุ่น ประกอบกับการตกแต่งที่เรียบง่าย ดูอบอุ่น ให้ความรู้สึกเหมือนกับรับประทานอาหารที่บ้าน โอมุยังนำเสนอชา,กาแฟรสเยี่ยม และของหวานสไตล์ญี่ปุ่นให้กับลูกค้าที่ชอบใช้เวลาพักผ่อนยามบ่าย นั่งอยู่ในคาเฟ่

สรุปจากการทานที่ร้านOMU (โอมุ)
ราคาอาหารถือว่าตามมาตรฐาน...",5,positive
เมื่อวานได้มีโอกาสไปทานมิกซ์มาคะ ร้านบรรยากาศดีมากๆ จัดตกแต่งได้สวย น่าตาอบหารก็น่ากินคะ เราสั่งมาไม่กี่อย่าง รสชาติโอเคคะ แต่ลำหรับเรา มันติดเลี่ยนไปนิดนึง อาจเพราะทำรสชาติฝรั่ง แต่โดยรวมโอเคทีเดียวคะ,4,positive
อยู่ในซอยรามคำแหง สามารถมาจากเลียบทางด่วนได้ มีที่จอดรถสะดวกสะบายมาก ร้านปิดทุกวันจันทร์ สามารถโทรจองได้นะ สั่งอาหารไว้ก่อน เพราะตอนเที่ยงคนจะเยอะมากๆ  อาหารหลากหลายดี นี่ก็กำลังพิมรีวิวขณะรออาหาร ทางร้านจะมีผักสดๆมาให้กินแกล้มกับอาหารตามสไตล์ของอาหารปักษ์ใต้ของแท้ น้ำส้มคั้นสดๆไม่ใช่น้ำส้มกล่องผสม,4,positive
"Isao การันตีความอร่อยมาหลายสมัยซ้อน ร้านที่มากินตั้งแต่สมัยยังอ่อนวัย 😅 

ร้านเปิด 11 โมง ก็รีบมุ่งหน้าไป แต่ทว่ารถติด เลยขอโทรไปจองก่อน โชคดีที่จองไม่งั้นที่เต็ม 😂 

เมนูประจำกับ Jackie ของโปรด เด็ดที่ซอส วันนี้พนักงานบอกว่า ปลาเข้ามาใหม่ๆ สดๆ อ้วนเลยขอจัด premium set ฿2100 บาท มีซาชิมิ ทั้งหมด 7 อย่าง สด ตามที่ว่า อร่อยจริงๆ แต่อ้วนก็ยังชอบ Jackie 1 ในใจมากกว่า 😆",4,positive
"ถ้ามาตรอกจันทน์ คิดถึงก๋วยจั๊บก็ต้องมาร้านนี้
บรรยากาศภายในร้าน สะอาด กว้าง มีโตะไว้คอยบริการ 12ที่

น้ำซุปหอม มีรสของพริกไทเบาๆๆ เส้นหนึบดี
ที่เด็ดของร้านนี้ คือ หมูกรอบ
หมูกรอบ หนังกรอบมาก รสชาติดี ชั้นไขมันไม่มากเกินไป ถือว่าสุดมาก

ร้านเปิด 08.00-16.30 ทุกวัน
มีที่จอดรถตรงข้ามร้าน 
ค่าบริการชั่วโมงละ 30บาท",5,positive
เพื่อนพาไป ไม่งั้นคงไปไม่ถูก ร้านอยู่ในหลืบ ไม่ติดทะเล ก็ไม่รู้ไปรู้จักร้านกันได้ยังไง 555 เรื่องราคาก็ปกติ ไม่แพง แต่รสชาตินี่ ถูกปากถูกใจมาก! ชอบมาก สั่งมา 5 อย่าง อร่อยทุกอย่าง แนะนำเลยค่ะ ร้านอาจจะไม่ได้สวยงามอะไร แต่รสชาติชนะ ไม่ได้อวยนะ มีโต๊ะรับรองเยอะพอสมควรเลย,5,positive
อร่อยเกือบทุกอย่างสั่งไปเถอะ,5,positive
"ร้านนี้อยู่เเถวประตูช้างเผือก คูเมือง
ที่จะมีร้านขายข้าว เยอะเเยะเลย ขายอยู่ข้างทาง
ถ้าใครไม่รังเกียจก็ของข้างทางก็ลองมาชิมดูได้นะ
มีของหน้าตาน่ากินหลายอย่างอยู่
จะเปิดช่วยเย็นๆ มืดๆ
ร้านนี้เป็นร้านสุกี้ค่ะ
มีสุกี้น้ำกับสุกี้เเห้ง มีหมู ไก่ ทะเล
เราเลือกกินหมู เพราะทะเลเเพงกว่า 5555
รสชาติที่ออกมา เฉยๆอ่า
ให้น้อยด้วย ผักมีไม่กี่อย่างเอง
ราคาเเพงด้วย 45 บาทนุ่นเเหน่ะ พระเจ้าช่วย
ร้านนี้คงมาครั้ง...",2,negative
ร้านนี้มารับประทานหลายครั้งรสชาดยังคงเดิม บรรยากาศร้านเป็นหัองโถงแอร์ สไตล์คลาสิก พนักงานเสริฟเป็นสาวต่างชาติพูดไทยย้งไม่ค่อยชัด ที่จอดรถคับแคบเล็กน้อย อาหารไทยอร่อยๆทั้งนั้นมีให้เลือกรับประทานแปลกๆหล่ยอย่างเช่น หอยดิสโก้,5,positive
"ไม่ได้มาร้านนนี้หลายเดือน มีความคิดถึงเต้าหู้ทอด
วันนี้ก็เลยมา แนะนำว่้าร้านนี้ให้โทรมาจองก่อน อาจจะทำให้รอน้อยลง
และเวลาที่ไม่อยากรอนาน คือ ประมาณ 17.30-18.00 น.มาเเล้วอาจจะได้ทานเลย 

เมนูวันนี้ยังคงจัดเต็ม
ยำเเซลมอน
เต้าหู้ทอด
หน่อไม้จีน
หมูกรอบทอด",5,positive
"ร้าน 25 Degrees Burger ตั้งอยู่ที่📌บางรัก สีลม
เราซื้อเป็นโปรของวงใน special price (ในช่อง deal) ไปค่ะ 
ไปถึงร้านครั้งแรกคือเห็นต่างชาติเยอะ พูดภาษาอังกฤษกันในร้านกันหมดเหมือนอยู่ต่างประเทศเลย ฟีลได้อยู่

🍔 full course set menu — 499 บาท
      เป็นเซ็ตจาก deal Wongnai ; เลือก appetizer 1 อย่าง, main course (🍔) 1 อย่าง, เครื่องดื่ม 1 อย่าง

เราเลือกเป็น 🍔นัมเบอร์วัน มาค่ะ : signature number ...",4,positive
"เวลาอยากทานซูชิ ซูชิมาสะ เป็นอีกร้านนึงที่นึกถึงค่ะ เป็นร้านที่มีหลายสาขา และมีเมนูให้เลือกเยอะ ร้านค่อนข้างปิดด้วย

ซูชิของที่นี่เนื้อชิ้นหนา สด และไม่คาวคะ ส่วนตัวแล้วชอบเมนูแซลมอน และไข่หวาน ไข่หวานของเค้าไม่หวานมาก กำลังดี

แต่อาหารโดนรวมแล้ว ราคาค่อนข้างจะสูงอยู่เหมือนกัน รู้สึกเหมือนราคาขึ้นเรื่อยๆ เลย",4,positive
ร้านอาหารเมืองอีกร้านที่ต้องบอกว่าอร่อยมากๆในเชียงใหม่นะ ร้านย้ายมาเป็นเพิงน่ารักๆ ที่ห้ามพลาดคือ แกงเห็ดถ่อบ กับ ผักหวานผัดไข่ รสชาติจัดจ้านถูกใจมากๆๆๆ กินร้านอื่นจะไม่ใช่รสชาตินี้ค่ะ ราคา 90บาท/ชาม ถือว่าสูงแต่คุ้มค่ามาก,4,positive
"ร้านดูเป็นธรรมชาติมากค่ะ ยิ่งตอนเย็นนะค่ะอากาศดีมากกำลังสบายเหมือนอยู้ต่างจังหวักเลย
รูปร่างอาหารดูดีมาก น่าทานมีความสะอาด
ได้ยินเสียงลมสบายมาก
พึ่งมากินเป็นครั้งเเรกก็รู้สึกดีเลย
รสชาติอาหารก็ดี อร่อย
ที่รูปก็มีนะ
มีที่เล่นสำหรับเด็กด้วยนะ (น้อย)",5,positive
ร้านนี้แต่งสวยมากสไตล์ญี่ปุ่นมากๆค่ะ พนักงานตั้งใจทำงานกันแข็งขันมากๆ ให้คำแนะนำดีมากๆ ที่ร้านนี้เป็นร้านข้าวห่อไข่มีน้ำซอสราด 3 ชนิด ข้าว3ชนิดเช่นกัน และไข่สามารถสั่งให้เป็นไข่ลาวาได้อีกด้วยค่ะ วันนี้เลือกทานน้ำซอสแกงกะหรี่มะเขือม่วงชีส และเห็ด ตอนแรกน้องที่ร้านแนะนำให้เอาข้าวผัดเนย แต่ดาวขอเปลี่ยนเป็นข้าวสวยแทนพอดีอยากลดความอ้วน555 ขอบอกรสชาติเยี่ยมมากๆค่ะ,4,positive
"อาหารไทยพื้นเมืองแนวผสมผสาน มีเมนูให้เลือกค่อนข้างเยอะ ทุกจานตกแต่งออกมาประณีตและสวยงาม ราคาค่อนข้างสูงไปหน่อยในบางเมนู แต่รสชาติก็ถือว่าโอเคอร่อยดี แต่ไม่ว้าวมาก
เราชอบเมนูน้ำพริกมากที่สุด อร่อย และยำส้มโอที่ให้ความสดชื่น กุ้งสดเด้ง โดยรวมเป็นร้านที่รับแขกได้ บริการดี",4,positive
"ร้านมีที่นั่งเยอะแยะ
หลังคาสูง พัดลมเยอะ ลมโกรก ไม่ร้อนเลย

เมนูมีเยอะแยะตั้งแต่เนื้อ ยันหมู ยันทะเล
มีผักหลายอย่าง เห็ดนานาชนิด
**ปล** อย่าสั้งมาเยอะ ค่อยๆค่ะที่นี่เสริฟไว เพราะมันให้มาเยอะพอสมควร ไม่อิ่มค่อยสั่งใหม่นะคะ
เนื้อเสือร้องไห้ แต่คนกินก็จะร้องไห้ค่ะ ไม่ใช่อะไรนะคะ
หิวค่ะ 55555 คอยอย่างใจจดใจจ่อ
ความฟินคือเนยค่ะ ที่นี่ใช้เนยสดหอมๆ
แทนมันหมู มันเนยผสมเข้าก๊านนเข้ากันกับเนื้อ
แถมเอาเห็...",4,positive
"ครั้งเดียวเกินพอ ต่อให้ลดราคามากกว่านี้ก็ไม่มาอีกแล้ว 

ขอโบกมือลาและเซย์กู๊ดบายสำหรับร้านบุฟเฟ่ต์อาหารญี่ปุ่นทาไดมะ ชั้น 7 มาบุญครอง

เคยได้ยินเสียงลือเสียงเล่าอ้างมาก็มากว่าไม่อร่อย เลยไม่เคยคิดจะกิน แต่เนื่องด้วยเพื่อนสนิทชวนเราและแฟนบอกว่ามีโปรมา4จ่าย3 ก็เลยใจอ่อนให้ความอยากกินปลาดิบของเพื่อน

ผลปรากฏว่า.....ไม่อร่อยแบบมากๆๆๆๆๆ

แซลมอนซาซิมินี่สีขุ่นๆ เหมือนสีแซลมอนที่กำลังจะสุก เนื้อก็เละ
...",1,negative
"การมามุมอร่อยครั้งนี้ ค่อนข้างประทับใจในรสชาติ... เคยมาครั้งนึง คนเยอะมากกกกกก แน่นอนแหละว่าการบริการต้องช้า  และ อาหารก็ไม่อร่อย ซึ่งเพื่อนหลายๆคนที่ไปแล้วคนเยอะ ก็จะมาพูดให้ฟังบ่อยครั้ง จึงทำให้จำฝังใจ จำมาเรื่อยๆ เป็นปีๆว่าไม่อร่อย และการบริการห่วยมาก -*-

มาคราวนี้ต้องขอถอนคำพูดออกเกินครึ่ง ... คนก็มาเรื่อยๆ แต่ก็ดูเต็มร้านเหมือนกัน การบริการก็เหมือนจะไว แต่ถ้าขออะไรเพิ่มคืออาจต้องขอหลายครั...",4,positive
ไม่ได้มาทานที่ร้านนาน ทำไมสาขานี้มีต่างชาติชาวเอเชียเยอะมาก เหมือนทุกคนจะตามไกด์บุ๊คมากัน  ส่วนพี่ไทยอย่างเรานั้นก็สั่งเมนูเดิมๆ ปูก้อนผัดพริกเหลือง ปูเป็นปู   ไข่เจียวปูที่มีเนื้อปูแทรกอยู่จริงๆ แกงเหลืองไหลบัวเลิศมากวันนี้ไม่เปรี้ยวโดดด้วย สะตอผัดกุ้งหมูสับนี่ก็สั่งแทบทุกรอบ อร่อยทุกอย่างแหละร้านนี้ เห็ดหูหนูผัดไข่ เขียวหวานลูกชิ้นปลากรายผัดแห้งยอดมะพร้าวอย่างนัวเลย,5,positive
ผมสั่งทาง LineMan ครับ. ใช่ครับ เป็นร้านเก่าแก่ของเชียงใหม่ เคยขายแบบไหนก้อจะขายแบบนั้น ทำให้ Rider ทำงานยากขึ้น ไม่พัฒนาทั้งทั้งที่มี platform ให้ใช้งาน และเพิ่มยอดขาย ของหมด ไม่ปิดรับออเดอร์ ทำให้ Rider ต้องโทรไปโทรมา กว่าจะได้ซื้อ กว่าจะได้กินก้อช้าเพิ่มไปอีก คนอื่นอาจจะยังไม่เจอ แต่ผมเจอเองกับตัวแล้วครับ ครั้งแรกที่หน้าร้าน พูดเหมือนเราไปขอเค้ากิน ครั้งนี้ทานกันหลายคนในที่ทำงาน คิดว่าสั่งออ...,1,negative
อาหารอร่อย ใช้เวลาไม่นานในการปรุง รสชาติเวียดนามแท้ 😊 พนักงานบริการดีมาก คุณภาพที่นำมาใช้ดีมาก สดใหม่ รสขาติเวียดนามแท้ เฝอเนื้อคือเมนูแนะนำหากมารับประทานร้านนี้เนื่องจากหาร้านที่ทำเฝอรสชาติเวียดนามแท้ๆได้ยาก มีที่จอดรถ เดอนทางสะดวกข้าวผัดทะเลข้าวผัดกุ้งข้าวผัดเนื้อวัวปอเปี๊ยะสดกุ้งและหมู (Goi Cuon-Shrimp & Pork)ข้าวผัดได่หยองข้าวผัดเห็ดนางรมยำขนมจีนใส่เห็ดนางรมและปอเปี๊ยะทอด (Bun cha gio-Mush...,5,positive
"อาหารออกเร็วมาก เหมือนไม่ได้ทำใหม่
ทุกเมนูเย็นหมด ยกเว้นต้มยำกุ้งที่จุดไฟมา ถ้าไม่เคยกินที่อื่นมาก่อนผมคงว่าอร่อย 
ไม่สงสัยเลยว่าทำไมลูกค้าร้านข้างๆถึงเยอะกว่ามากทั้งๆที่ต้องรอคิวนาน",1,negative
Tenjo ร้านบุฟเฟต์ยากินิคุ+ซูชิ ราคาแรง เพราะเสริฟพร้อมเมนูเด็ด ซาชิมิและฟัวกราส์แบบไม่อั้น เรื่องคุณภาพอาหารถือว่าดีเลยทีเดียว ที้งปิ้งย่างและซูชิ มีข้อติเล็กน้อยคือพวกซูชิ ข้าวค่อนข้างเยอะไปหน่อย ซึ่งเป็นตัวบั่นทอนทำให้ทานได้น้อยลงเลนทีเดียว ฟัวกราส์มาจริง แต่ชิ้นเล็กไปหน่อยนะ ปิดข้าวไม่มิดเลย แต่มีก็ดีกว่าไม่มี แซลมอนซาชิมิลายสวยน่ากินทีเดียวสำหรับจานแรกๆ หลังๆ มาเริ่มเหมือนร้านถูกๆ ทั่วไป ปิ...,4,positive
"กลางวันแล้ว สำหรับชาวนิมมาน ถ้ายังไม่ได้ไปเที่ยวไหน ร้านนี้ถือเป็น อีก 1 จุดเช็คอิน ของที่นี่ เพราะชื่อเสียงโด่งดัง พร้อมมีรางวัลการันตี ถึงเรื่องรสชาตและการจัดการ การบริการที่ดี อันนี้นับถือจริงๆ และสัมผัสได้ตั้งแต่แรกที่ก้าวเข้าร้าน
กราบเจ้าของร้านที่ทำให้พนักงานทุกคนน่ารักได้ขนาดนี้ ตลอดระยะดวลาที่นั่งอยู่ที่ร้าน เราจะสังเกตเห็นได้ว่า พนักงานของร้าน เขาสายตาสอดส่อง คอยดูเราอยู่ห่างๆอย่างห่วง...",4,positive
มาที่นี่ครั้งแรก น้องสาวบอกมาทานตั้งแต่เรียนอยู่ที่นี่ สั่งอาหารมา3อย่าง คือ ไก่ผัดเม็ดมะม่วง(รสชาตเปรี้ยวหวานอร่อยมาก) ปลาอินทรีย์ทอดราดน้ำปลา(ทอดมากรอบดีค่ะ น้ำซอสหวานแกมเค็มๆเรามาออกเค็มไป) หมึกไข่ต้มมะนาว(รสเปรี้ยวแซ่บอร่อยกำลังดี ) ข้าว1โถมา3คน อาหารอร่อย สะอาด เมนูหลาหลากหลายให้เลือกทานและราคาไม่น่าเชื่อจะบอกว่าสำหรับเราถูกมากค่ะ  (ค่าอาหารรวม 380 บาท)ส่วนใหญ่คนที่มาจะมาแบบครอบครัวหรือคู่...,4,positive
"มาบางแสนกี่ครั้งก็แวะตลอดค่ะ ใช้ปลาทูสดๆอร่อยมากค่ะ
อาหารที่สั่ง
🎀ปลาทูทอดราดน้ำปลา อร่อยมากค่ะ ทอดมากรอบทั้งตัวเลย น้ำปลาก็รสกำลังดี ไม่เค็ม
🎀ปลาทูต้มมะนาว อร่อยมากค่ะ ปลาทูยิ่งสดยิ่งอร่อย เวลาต้มแล้วเนื้อแน่นไม่เละ แซ่บมากค่ะ
🎀ฉู่ฉี่ปลาทู อร่อยมากค่ะ กะทิหอมมัน ผสมกับเครื่องแกงรสชาติร้อนแรง เข้ากันมาก อร่อยมากเมนูนี้
🎀ทอดมันปลา อร่อยค่ะ รสชาติออกไปทางหวานเผ็ด
🎀ยำตะไคร้กุ้งสด เผ็ดมากค่ะ ใ...",5,positive
"ร้านอาหารใต้ย่านทองหล่อ ในราคาเริ่มต้นที่จานละ 70 บาท แต่จะจานปริมาณไม่มาก เลยทำให้ได้กินหลายอย่าง แต่รสชาติค่อนข้างประยุกต์ ไม่ได้เป็นอาหารใต้แท้ๆ

แกงเหลืองสายบัวเข้มข้นมาก แต่สายบัวค่อนข้างแก่ไปหน่อย เลยเหนียวไม่กรอบอย่างที่คิด

ใบเหลียงยังไม่แห้งสนิท ยังคงไม่สามารถหาร้านไหนที่จะมาสู้ร้านลัคกี้ที่สุราษฏร์ธานีได้ต่อไป

คั่วกลิ้งเผ็ดกำลังดี แต่กลิ่นเครื่องเทศยังไม่ฟิน

หมูผัดกะปิ ทำออกมาค่อนข้...",4,positive
มีโอกาสมานั่งทานร้านนี้บ่อย ที่จอดรถต้องหาจอดริมถนนแคบๆที่มีรถจอดอยู่แล้ว แต่ก็ยังพอหาที่จอดได้ วันธรรมดาคนเยอะช่วงโรงเรียนเลิก วันหยุดจะนั่งสบายกว่า ร้านมี2ชั้น ปรับอากาศ มีห้องน้ำบริการ อาหารเป็นแนวสปาเกตตี้ ราเมง ข้าวนิดๆหน่อยๆ สลัด ของทานเล่น และขนมมากกว่า แต่ทว่าอาหารก็คุณภาพดี ส่วนตัวชอบสปาเกตตี้ซอสปาปริกา ไม่เผ็ด ออกหวานๆมันๆหอมๆปาปริกาและชีส กำลังดี กับพิซซ่าญี่ปุ่น อร่อยมาก ต้องลองเอง ...,4,positive
"วันนี้จะมาแนะนำ ร้านข้าวซอยดังที่เพิ่งได้รับคัดเลือก จาก Michelin Guide ปี 2022 ล่าสุด 

เป็นข้าวซอยที่อยู่ย่าน กาดก้อม 

และมีสายรีวิว มารีวิวกันเยอะ 

และที่ร้านก็ได้ ฉายา ข้าวซอย Netflix 

วันนี้ลอง ข้าวซอยเนื้อ เนื้อเปื่อยแทบละลายในปาก ดีมาก น้ำข้าวซอย เข้มข้นดีครับ เผ็ดนิดหน่อย 60 บาท 

ราคาเหมาะสม 

นอกจากข้าวซอย ยังมีขาย ก๋วยเตี๋ยวและข้าวมันไก่ด้วย",4,positive
ร้านเกาเหลาเลือหมู เกี๊ยวทอด หมูกรอบ ในซอยเอกมัย เคยขับรถมากินหลายครั้งแล้วต้องยอมแพ้เรื่องที่จอดรถ ตอนนี้ย้ายมาอยู่อาคาร Xparkekamai ชั้นใต้ดิน เดินลงบันไดหรือลิฟท์แล้ว เจอร้านเดียวทั้งชั้นใต้ดิน เกาเหลามีเครื่องมาให้หลายอย่างเยอะมาก หมูกรอบอร่อยดี ราคาไม่แพง,5,positive
เป็นร้านอาหารแนวจีนๆอารมณ์อาหารตามสั่ง  ไม่ไช่แนวภัตตาคารแบบที่ชินๆ รสชาติดี สมควรแก่การมา สักครั้ง เมนูที่ควรมาสั่ง เต้าหู้เสฉวน ปลาหมึกคั่วพริกเกลือ ผัดถั่วแขก โดยเฉพาะ ไก่ฉีก  หรือไก่ขอทาน ที่ผมเรียก เป็นเมนูสั่งประจำ,4,positive
"เวลาอยากกินราเมงจะนึกถึงร้านนี้เป็นลำดับแรกๆ บังคะระ ราเมง หลายนี้มากินบ่อยสลับกับ ippudo ramen 

Kakuni tonkotsu ราเมงกระดูกหมู มาพร้อมหมูชาชู และตัวชูโรงด้วยหมูสามชั้นตุ๋นเปื่อย ละลายในปาก 

Kakuni bankara น่าจะเป็นลูกผสมระหว่าง โชยุราเมงและซุปกระดูกหมู มาพร้อมหมูชาชู และหมูสามชั้นตุ๋นเปื่อยๆ นุ่มๆ",5,positive
"ช่วงนี้ผมเป็นสายล่าร้านเนื้อดีๆ ทานอยู่ครับ เจอดีบ้าง ไม่ดีบ้าง ปะปนกันไป

ครั้งก่อนเจอที่ร้าน Wagyu Kamada ที่ชิดลม นั่นก็ดีมากแล้ว แต่ราคามันสูงไปนิด กินบ่อยๆ ไม่ได้ แต่ครั้งนี้ไม่ธรรมดา และมันใกล้ออฟฟิศที่ทำงานอีกด้วย! นั่นคือร้าน Gyu Kaku สาขาธนิยะครับ

ด้วยความที่ตั้งอยู่ในย่านของคนญี่ปุ่น ก็จะมีร้านอาหารญี่ปุ่นมากมาย และเอกลักษณ์ของร้านญี่ปุ่น มักจะมีหน้าร้านที่คลุมเครือ คือคาดเดายาก ...",5,positive
"La Baguette 
สาขานาเกลือ 

ร้านขนมอบฝรั่งเศสร้านดังที่ต้องแวะซื้อขนมกลับไปทุกรอบ ปกติชอบแวะสาขาทัพพระยา เขาพระตำหนัก ชอบสาขานั้นร้านสวย  รอบนี้มาแวะสาขานาเกลือ ร้านอยู่ติดรร.woodland แยกไฟแดงหน้าterminal21 เราพักgrande center pointในterminal เดินมาซื้อได้เลยใกล้มาก 

ร้านเปิดทุกวัน 8.30-22.00
สาขานี้แยกโซนขายเฉพาะทานที่ร้าน และโซนซื้อกลับบ้าน  โซนซื้อกลับเป็นมุมร้านค่อนข้างคับแคบ มีเก้าอี้บาร์ใ...",4,positive
